id,value
1348,5343332.66929286
1354,7274698.346791715
1355,4636317.546267519
1358,10530895.021581976
1362,8759872.822340103
1363,6346642.456270828
1375,7944412.031564028
1377,8608264.460187132
1380,11601452.725166127
1382,6522744.099274377
1391,5085981.476616484
1397,6620177.5911312075
1400,7446148.361999404
1401,6985503.71863952
1405,11942044.349002492
1408,6488478.107952333
1409,7326361.79277077
1411,7196313.700812892
1417,5175293.995690772
1420,14561572.497413823
1421,9396390.845917463
1425,5777953.357556078
1428,6082888.5740735885
1431,10583799.266512409
1436,7057327.581277864
1448,5228885.282942369
1450,6673899.087090773
1458,6491025.202347065
1459,10174322.495754981
1463,5481703.41716445
1471,11194380.728569634
1473,7374400.549940902
1474,7566737.822646218
1476,9943258.895577574
1482,7298536.999266779
1487,7442054.983585543
1491,9918370.790181454
1496,4509537.482166836
1497,9528893.677199539
1498,9731742.420690546
1504,8637692.006143125
1507,9434815.515361393
1509,7268911.588827296
1513,6449798.1311574085
1518,6381071.057779003
1519,5059250.316750273
1522,7382666.902628494
1532,9009450.153067937
1534,12937567.38649949
1538,8302025.01878054
1542,6747886.826293168
1544,7112056.208595274
1549,8080871.000051411
1558,7631210.081726111
1562,6360985.979023042
1563,6282676.659533647
1564,7375303.578577514
1565,3883624.254533431
1568,5324510.83961479
1569,7035192.116244186
1570,5101373.600533295
1573,5202034.14812896
1574,6950744.798433605
1578,6510507.698214474
1580,9261870.701155579
1581,2612638.821832561
1585,6411674.559772425
1591,3066068.0273152255
1598,5486328.140335278
1600,7327992.285626221
1609,6746298.184709337
1614,7265671.526802995
1619,7261352.6857764395
1628,6521569.227585867
1630,7069466.499043974
1633,6202012.298548563
1638,6410441.270292881
1651,2590069.9365805276
1652,7923457.266273514
1659,6229044.773287543
1663,6752439.730808676
1667,1449095.0749867335
1668,7219692.623865099
1670,8707284.32873055
1671,8276829.339770673
1675,6028259.716168666
1678,6675858.734383863
1681,7496953.879508686
1683,6497614.360136456
1687,7483383.499189433
1689,9177301.749449674
1690,6465553.726467073
1697,9537937.880712762
1700,6634090.946431117
1711,6601976.436063601
1713,4989977.170650344
1720,6235988.2441483345
1723,15311508.87167934
1729,8129486.817410859
1730,6884105.198583823
1735,8504411.837451303
1736,7009910.684073954
1737,5153362.465993938
1738,6519214.149464323
1741,8416560.07848049
1747,9249308.90613467
1753,6496674.177971628
1755,6967742.852989391
1764,5415017.86920548
1766,8983046.377692984
1770,2818238.239234812
1775,4695538.670550443
1776,6206331.139575119
1783,7368628.785527048
1789,7098197.294783623
1794,7219692.623865099
1795,5504480.50160468
1799,9625981.962275974
1802,5586661.307318673
1805,626667.6281606479
1808,8448406.904332867
1811,5408228.6531009665
1812,8182904.708737932
1813,8033789.043039726
1816,7941042.573294278
1817,8463661.71435571
1820,834766.988600856
1828,6949178.629481713
1837,8104376.685829834
1838,8103301.31770443
1840,5012690.804362768
1841,9199665.747538233
1842,9441302.54449814
1843,5826145.50014257
1845,7859668.378783012
1847,4432910.691501584
1848,6780248.404225918
1853,5578664.556510725
1855,8506841.347448895
1856,7468870.863878034
1861,8936344.707214832
1864,7414008.675021928
1871,5961620.116318884
1873,4307957.727656196
1874,9181551.660288317
1875,8196682.001125669
1876,6206331.139575119
1877,4564431.691569759
1885,7296729.39802809
1887,6595071.48829113
1894,8029695.664625865
1896,8259135.954189905
1897,9175143.941887498
1905,6786473.408402042
1908,2793520.7942448054
1909,10650258.49725847
1912,5321966.397456985
1918,10177344.293039367
1922,10092191.778336002
1923,6920270.346350711
1926,8040014.04721585
1930,5949940.555414907
1935,6274850.492925479
1949,5460555.6489212755
1960,5562597.052126942
1967,5911098.539751301
1968,7529615.1982079465
1969,4470359.106762777
1973,5761509.359279056
1974,5671612.4102843935
1976,1808924.8367380095
1977,6468976.671771342
1978,9426430.40584522
1982,8465959.24362519
1986,4245118.824960191
1996,6802617.696435815
2002,4730516.403037001
2010,8834707.939617855
2013,7383565.128535105
2014,4426210.018769646
2024,6007354.172284861
2026,2501113.867740155
2027,7003387.890373714
2028,5736836.469907152
2031,2156175.5847487845
2033,5410240.861049888
2038,7184740.253480426
2041,4390259.7655104725
2047,5736836.469907152
2054,5731900.34837706
2055,6899218.041348621
2057,6248173.371592255
2059,5656819.496657602
2062,5746402.109542737
2063,6108219.396018053
2074,1828554.4051355347
2077,5863676.637556278
2089,6946313.464328049
2092,7061319.092084168
2095,4285841.037119311
2099,7399868.688833433
2108,7144335.081841707
2116,2927622.8438715013
2117,7814119.460804305
2120,3740099.483774329
2130,4686603.668083566
2131,1776058.7653132654
2133,5141955.947289527
2135,5140790.213056693
2138,2632173.67548348
2139,7093686.33738603
2140,7345937.541241364
2143,4257835.36190226
2144,5776725.866649144
2146,5135235.878621063
2148,1581300.2082696448
2153,8137938.153973761
2160,3086479.9438361563
2173,6016252.045693322
2179,5907796.951929023
2180,7048736.006136608
2181,2632173.67548348
2182,1071126.2735906234
2183,3154374.262512934
2184,7022550.549438938
2189,2917126.9661873668
2190,6877410.799154216
2191,7225532.511254085
2192,7085274.117945613
2200,5222089.164080521
2205,3028074.966793389
2206,6252663.470351975
2207,7093009.31296705
2212,4498025.352561659
2215,1825264.7743107649
2219,5531369.431482752
2229,7512948.015913658
2232,5237853.121885071
2238,5140355.054391503
2241,7076793.895794185
2244,3560761.37325045
2247,735170.9571096584
2249,6410420.048415052
2250,1562455.3788171823
2254,5805972.8720478
2255,5751595.825159795
2262,5700175.792411353
2264,6793765.777199469
2268,6726775.668368895
2269,7591768.55425189
2281,1896173.7440751938
2284,8114595.680483202
2288,4415415.753515716
2296,5508641.679731054
2299,7313583.85099277
2300,6603755.042389262
2302,7043526.787355192
2305,8339630.49520268
2310,4913672.409146657
2325,5933841.615314818
2327,4424727.167475789
2332,6679906.257342279
2333,4502734.550902117
2343,6129341.815929992
2347,8417188.875688447
2350,4264987.410334802
2356,6366205.221619186
2359,9616380.067202063
2365,4247437.383452404
2370,4365160.219846912
2372,7070566.091752875
2375,5136267.167180129
2382,6039940.148036565
2383,8033529.03366528
2386,4097307.484251812
2390,6413223.083605941
2398,3148688.3953050547
2403,6573563.85366317
2406,5606175.183177261
2411,4890918.092161216
2418,2986555.8976602373
2419,6251147.664516309
2422,6480268.057719985
2429,4725195.085258839
2430,5731184.093797315
2431,6007303.410586312
2434,5595380.917923329
2439,5913827.146482498
2443,6215713.720437945
2445,9946325.685752222
2449,7264222.746171889
2452,4245665.636820581
2456,5902128.420507711
2459,8568483.54395252
2465,5671607.359388033
2476,4419234.0093050245
2485,5747917.915378403
2488,2939877.568246829
2490,6957285.350240315
2491,6812921.890684533
2492,5572121.421891101
2501,1608647.3016203598
2503,6485392.70571342
2506,5938281.214420297
2508,5685341.916651445
2510,3080182.008800099
2513,7213992.121878759
2520,5880257.266054013
2521,4490911.056233732
2525,6327769.538494164
2526,1073982.2681421675
2529,4954695.68544939
2530,3749943.9940390564
2535,1726467.3375683813
2536,3849150.310204763
2540,271649.396019052
2543,1993158.1061947104
2547,5183695.413345071
2549,813342.4319877517
2558,3799286.707498864
2559,3487339.9498963845
2562,5319906.177904269
2568,448970.78113583266
2570,3747140.9588481653
2571,3723812.578618627
2573,1563920.4762044807
2575,3741605.8287870293
2576,3277969.5873666415
2577,3237293.872799756
2578,3092429.177355455
2581,4742640.3011920145
2582,4110652.466527921
2583,5318551.761551928
2584,3909115.056543637
2586,812701.5007425863
2587,4102801.5824727984
2595,2909763.4817881887
2600,4337170.11744351
2603,4110652.466527921
2604,4871033.587549943
2605,3091397.8887963877
2606,4344674.027194694
2610,4980485.108173496
2613,4073320.65595568
2630,4720428.140448291
2631,497880.08931957185
2632,5315785.538065567
2652,4538884.070553535
2659,3337075.0878820694
2662,5281935.532127694
2665,2068847.77782833
2667,4827778.3768302
2668,5487986.234763128
2672,3134425.51811585
2674,2882192.538782495
2675,3091397.8887963877
2676,4252430.628361152
2678,3831242.778667619
2685,4118274.178179676
2689,2204671.209277799
2691,2896893.3000238664
2694,4699338.431998523
2695,1601554.0318842933
2697,3558342.7014399623
2699,4369011.929378765
2700,3087714.0495248204
2701,2872760.764310599
2705,4168700.6531637325
2716,2731728.9313169005
2718,3349836.741960764
2721,3356061.746136888
2733,5143711.620736711
2737,1704260.6414617274
2739,5588669.761029605
2748,4256389.5214367565
2749,3632893.7972905915
2752,3593494.7978116255
2753,2465400.4451633487
2755,470094.1008830038
2765,2419244.060196923
2766,3091397.8887963877
2774,3831737.843159959
2775,3747140.9588481653
2776,4547219.637984861
2777,2419244.060196923
2779,3315771.4761918085
2785,5103108.349193729
2786,6845123.438676475
2796,4536977.907403966
2797,2878985.768486723
2805,4711037.15797331
2807,4637478.1080068275
2809,6800107.994454126
2810,3097622.8929725117
2816,3360688.1020449065
2817,4227286.840449473
2819,4744906.2564807935
2827,3892533.25374741
2833,3410835.700016959
2835,4877356.168018269
2837,3409814.9586736336
2841,4910615.663545435
2842,5177680.7722902205
2843,5240075.216303251
2851,2834209.9475226495
2854,6162017.091290839
2860,3363189.9347395357
2863,2247397.3950937293
2869,3726194.710030765
2874,1443817.6983816095
2876,1512807.4375573082
2877,4224794.050579266
2878,3737927.919005638
2882,5823406.212390017
2887,3341675.7585369
2889,3917662.0737459124
2890,3393816.0639794227
2903,4862203.749370783
2906,1898915.2929120583
2910,4864608.275430692
2912,5058310.955815051
2913,3058581.722834875
2918,4211585.981898649
2921,3277474.5228743013
2922,5336324.976365236
2925,6585845.942234525
2927,3653023.0345542193
2930,3500872.139253108
2936,2945525.092160253
2937,1866433.6833773777
2943,4361015.178570817
2946,355328.79639845877
2947,3096107.087136846
2949,470094.1008830038
2952,3401666.9480345454
2953,2897203.3993926076
2955,3907599.2507079714
2957,3286695.1445322707
2960,3833899.947105685
2962,2566069.2115384475
2963,3743463.049066774
2969,4866435.542744034
2977,3092429.177355455
2979,3894285.6310047023
2980,4873037.326991714
2992,5522927.083923761
2994,5296546.872293105
3002,4040870.3840877176
3008,6049152.851187619
3009,1399069.8463738686
3011,3341985.857905641
3016,4750209.15474089
3022,4842065.097689252
3023,3833899.947105685
3031,3749943.9940390564
3035,3400932.786059444
3039,4260427.379169099
3045,6071219.1927283015
3048,3747366.421460862
3052,2969571.809580578
3055,4889486.175240964
3056,4521601.271647788
3058,1721771.7164702693
3068,5053118.3416420035
3069,5570828.636437257
3070,6322777.194667097
3072,4409129.560780919
3073,4673187.420913227
3074,5361432.6678866
3075,4263247.246480593
3077,4823178.0213083
3080,3409814.9586736336
3091,5704206.573598937
3102,3366376.8821543036
3106,3364861.076318638
3116,3781611.4606148144
3123,2701582.3894897583
3124,3431254.054641942
3126,4088104.168306236
3130,3481302.325784283
3137,1484486.4940466941
3139,2114178.600116186
3146,4485542.627369226
3147,3848610.705445189
3152,3477053.8590495153
3160,3321084.017850472
3166,2923602.9606257454
3168,3349297.664435364
3170,3324254.274094518
3172,3788387.783977968
3173,5553901.936484205
3176,716030.9509101919
3177,2018062.9846838654
3197,3307407.4614216
3200,3977145.2787449895
3201,4401226.527006165
3204,3871647.899850963
3206,4553926.666753607
3210,3261816.930938216
3219,2649127.8605142627
3220,2676365.698410531
3229,2507912.0990703865
3232,4810949.582517972
3235,2919530.739718581
3236,2862818.0221178536
3239,2180512.217368784
3240,639873.9061407237
3249,3248508.169556405
3257,3742254.7250104873
3260,5102925.600822608
3262,3994653.5402634325
3264,2131385.3607400567
3267,3245961.075161672
3268,2626223.3588234577
3272,3453718.3486544252
3278,4180153.9804427326
3286,3089608.060530236
3290,1982794.1550661286
3291,2682700.776629988
3292,4157413.7496364242
3293,3356317.561634843
3296,2261072.468485915
3305,3194272.3888128116
3308,2960934.763392211
3309,3063908.591895659
3315,2645449.9507328714
3319,2688891.0572788054
3320,2967159.767568335
3326,4554152.129366302
3330,4001566.7859887863
3333,2778886.6564836837
3334,4969840.639868143
3337,3863346.409956203
3341,3245743.1012222515
3342,3350434.6478214962
3343,3032603.4165375046
3345,3593065.746888157
3346,3241152.377767659
3347,761657.2266167002
3355,3759528.1249000495
3358,2260577.403993575
3359,2694081.742869258
3361,5054025.257567773
3362,4268186.083775613
3364,715051.9790387918
3365,2421458.8882747204
3367,3090838.281483908
3369,3777292.6195882577
3374,3848610.705445189
3386,2728739.058511631
3389,1742312.2573949907
3390,3194272.3888128116
3395,3271480.470120429
3403,3814433.5809102627
3410,2775235.7010035776
3411,3558311.516699886
3413,2321901.9403624455
3417,3617704.1720146504
3419,3864004.1733219707
3425,1791361.5028413793
3426,1757405.856942958
3429,44036.4375189439
3433,2908641.793502035
3436,4175835.139416176
3445,1787683.593059988
3447,3302489.079357344
3448,4154791.6486226814
3454,3029515.157136569
3461,2923208.6494999724
3468,3912709.96042995
3470,2649127.8605142627
3475,2321901.9403624455
3482,3247649.264371819
3484,2967162.243330432
3491,6031250.172201934
3492,580960.9697980961
3496,2264890.3155299556
3500,3304417.1964975805
3514,412753.91186847
3524,3794288.5351385246
3526,3872015.024072628
3527,3983370.2829211135
3528,3051660.4378371723
3532,4569342.610753724
3534,3895800.686717503
3535,3382240.5183558
3539,3872000.9241299187
3540,3026439.4900394296
3555,3528699.0628552474
3563,2111886.6486532213
3569,2369041.90748526
3572,3867907.5457160585
3575,3593065.746888157
3584,2982538.8790866113
3588,3912927.1485596243
3597,4421312.361102802
3598,3278483.5749971047
3601,2673818.6040157983
3612,3808554.3730422226
3614,2743842.5283589354
3615,2202129.669419329
3618,3903406.0342784305
3625,2854043.4477848997
3655,1283238.1374604893
3661,2317808.5619485853
3665,3895321.4666971383
3666,715051.9790387918
3675,3307407.4614216
3683,5668980.521001833
3685,2122108.9604664026
3688,3446552.794627936
3690,4987741.074104713
3697,2965643.9617326693
3710,1015394.6923619038
3716,2803281.0139484066
3727,3213695.7261856208
3738,2756392.6630221917
3745,2233745.343843223
3749,5015004.324453445
3754,4494185.835125481
3776,2697759.652650649
3778,5647340.705697116
3784,3775523.056344924
3786,2673818.6040157983
3788,2185705.932985841
3791,3574894.626629346
3803,3458776.6018206202
3809,4397699.664610674
3811,2644954.886240531
3817,3026994.2322879788
3820,3512456.022304043
3824,3209589.58657429
3826,2358642.90819092
3829,1011103.5066997597
3831,3404886.030521893
3832,3154901.5050535374
3836,1200743.8454299304
3845,3091489.3993979828
3846,2414109.9662249405
3848,2718792.65468276
3849,2285427.5296448325
3857,1778979.1929352956
3859,2329259.7317891913
3861,2747830.5289326436
3867,3139933.1741703195
3876,2268532.1260888893
3877,2261727.430138121
3878,683695.5877498918
3883,1779983.3785043862
3885,2335076.3540747813
3889,1977359.207305393
3890,2345943.8455886813
3891,2732082.1433094884
3913,2094884.3032857485
3920,3718261.6702543804
3922,1502200.5559286915
3930,2272223.6131126266
3931,3179661.0054196473
3934,4317377.287536767
3941,3100027.329238621
3942,604388.8495245681
3945,2337061.6729744915
3950,306138.21183931315
3951,1138705.7686542328
3959,380049.69673942507
3960,1124437.7821020212
3962,1475477.3042483896
3972,4366794.645885929
3982,1783125.0642190508
3984,2712567.650506636
3986,1987677.8983830165
3988,3014038.845249218
3989,3325645.6657394823
3990,2569899.1046257014
3991,2363338.5292890323
3995,1641776.5007997751
3997,2225626.028089829
4000,2520416.5790138426
4002,2054996.9135250892
4007,1783661.2882857774
4010,2429954.563483483
4012,3228422.546075341
4013,1551280.244242807
4019,2129417.4259320037
4028,65589.69075661889
4032,2644811.2907090625
4035,2624660.060698306
4038,2238607.508608055
4040,3248786.8477316056
4042,2263825.8897125293
4046,3124808.4814630114
4054,2619548.1215434438
4065,3825188.473222325
4073,1684989.1086873799
4074,896427.0839566871
4084,1496582.1189621887
4106,2521415.3598620286
4108,1201583.7027986972
4109,1421128.3805752583
4110,3715141.0928473794
4111,2347459.651424347
4112,2712567.650506636
4113,1368382.1793634612
4115,605381.3471435992
4119,2089245.1087775812
4123,3124150.7180972435
4129,2136766.6915860064
4131,1628225.8100774498
4133,1076517.5069406687
4138,3121589.9776396514
4143,2183879.192870002
4146,2183879.192870002
4151,1619838.7019556004
4161,896427.0839566871
4163,2238607.508608055
4166,568093.7878194398
4168,2528283.771045415
4171,1770097.020321106
4180,2052449.8191303567
4185,1556325.515063563
4189,3093005.2052336484
4190,1088912.168578645
4191,2525734.2008885853
4197,1634437.2370112275
4201,1628225.8100774498
4208,2530445.874991141
4213,1680279.9103469218
4219,3624000.253435419
4221,3092645.2572826953
4226,1176441.5531165877
4233,2650285.0125077264
4241,1495825.7505869248
4245,3306406.9999670214
4256,2160065.012990368
4261,2424790.9808830074
4262,3125605.16280443
4268,81077.42794173612
4274,287841.8897641818
4278,1641776.5007997751
4279,2126863.777628491
4280,3214395.6007139166
4289,2337061.6729744915
4291,2760334.6817133594
4294,2607832.8397944197
4301,3091489.3993979828
4308,2384978.2606727094
4310,3421106.627795004
4312,2681792.042159642
4315,2630269.244947832
4321,2807925.681528186
4325,2262170.280321917
4326,2074465.5043337895
4327,1592828.2553567167
4328,717473.2990252847
4329,1989880.2725706862
4341,1890398.743654023
4343,2224746.6786875413
4349,2434663.7618239415
4350,1176441.5531165877
4357,2083347.6769479793
4359,1765529.8183879103
4362,539779.0443750973
4364,1633416.495667902
4366,1981994.5170226672
4369,516677.79722089646
4376,2747098.8311147145
4380,3034003.549315438
4381,2317150.148161772
4383,1421128.3805752583
4388,1990334.7583334432
4395,3868885.204342195
4396,2829465.3799060034
4407,1342193.5198862928
4414,2558537.141500085
4415,1663283.0649264618
4416,3158869.001381725
4419,599211.6896817469
4425,2521415.3598620286
4427,3222211.119141563
4432,1633416.495667902
4433,2530445.874991141
4435,3091489.3993979828
4440,3094769.4895850173
4441,783559.9291379278
4443,1638673.1594640638
4446,3864189.5832440825
4454,2770357.6261719065
4462,2234379.849012306
4474,2977453.0664347275
4481,949951.933980743
4484,3653329.2912867926
4489,1903375.1432470835
4491,1968430.249057996
4492,2339838.045285134
4505,1436720.05813762
4510,1185791.6872331405
4520,2229923.838530363
4521,2145033.0442735995
4522,2143517.238437934
4529,1094655.1104773313
4531,1708480.4545048499
4532,1977232.8258123149
4557,2134289.041463736
4561,2198337.939114834
4562,2297049.288638649
4564,1706463.545869395
4566,1134141.8151973467
4571,2437289.2506971047
4581,2464326.466089657
4584,3767920.853960419
4585,1960043.091971202
4590,2107432.5547408652
4594,1844401.8281018278
4595,1030807.7823312965
4596,1855231.9566966787
4598,2078991.767080193
4601,2134289.041463736
4604,3084949.6825856613
4605,3029706.7281875056
4610,1888930.247517873
4618,1565489.235359213
4619,2142984.051047248
4620,1130565.5580410045
4623,2706564.870777609
4628,1557175.1317358045
4635,1580032.4794535048
4645,1140325.374787364
4652,2326017.2643638267
4654,1333426.9444027962
4655,2437289.2506971047
4656,1777652.2088276998
4657,812040.4192048139
4661,745586.826670929
4662,1110047.638670334
4663,734631.393481893
4665,2201842.8026472037
4670,2048649.0994736382
4671,2072922.716362079
4672,2224805.1766424133
4675,1148176.2588424867
4676,1330783.3532070764
4678,2243828.809106415
4681,1311404.0297305698
4684,1687646.2028746118
4687,1311404.0297305698
4697,2821920.2866882323
4705,1970655.9741966021
4707,1871921.3837911817
4714,1748293.666875613
4715,1844029.9036713513
4717,1626671.8221048994
4721,1465720.338935422
4725,2304864.8070662953
4726,1601998.9684633967
4730,2518656.356504345
4732,1896407.0406474397
4734,1769182.5805707208
4735,1428738.3686810536
4741,1959252.1349156478
4750,2161094.929632438
4757,1332856.3996499176
4760,2165790.55073055
4765,1595773.964287273
4767,1298123.4036134293
4769,1699107.0935118839
4770,958348.8258926655
4773,1562219.2276630672
4775,1080218.3665593595
4779,1985565.4489505065
4783,3712508.588412412
4787,1338136.1427432543
4794,2081283.2167817254
4796,2211641.950662987
4797,1337029.373923649
4801,2172015.5549066737
4806,1923939.1713881763
4808,2443531.086993831
4814,3166453.837288469
4820,1682105.2309531053
4825,1847721.3906950883
4828,2060712.8654084895
